Utility_Name,State,Year,Utility_ID,Revenue_Thousands,Sales_MWh,Customers,Price_Per_kWh
Adjustment 2020,NY,2020,99999.0,279034.8,4440861.0,147296.0,0.06283349107301489
Adjustment 2020,OH,2020,99999.0,909431.0,12368124.0,799717.0,0.07353022980688098
Adjustment 2020,OK,2020,99999.0,259710.8,2506815.0,129575.0,0.10360190121728169
Adjustment 2020,OR,2020,99999.0,140923.6,1474787.0,72358.0,0.09555522255078192
Adjustment 2020,PA,2020,99999.0,359420.69999999995,4228645.0,127122.0,0.08499665968649531
Adjustment 2020,RI,2020,99999.0,7816.1,90643.0,4801.0,0.08622949372814227
Adjustment 2020,SC,2020,99999.0,172250.5,1327510.0,75009.0,0.12975457811993885
Adjustment 2020,SD,2020,99999.0,259463.5,2384910.0,97656.0,0.10879383289096863
Adjustment 2020,TX,2020,99999.0,564830.9,11255809.0,163678.0,0.05018127972853839
Adjustment 2020,UT,2020,99999.0,147932.8,1590527.0,93118.0,0.09300866945358362
Adjustment 2020,VA,2020,99999.0,148757.5,1254359.0,71215.0,0.1185924444277914
Adjustment 2020,VT,2020,99999.0,67179.4,430878.0,33530.0,0.1559128105867554
Adjustment 2020,WA,2020,99999.0,119511.7,1279211.0,65326.0,0.0934261040594554
Adjustment 2020,WI,2020,99999.0,379321.8,3216892.0,179711.0,0.11791561544496987
Adjustment 2020,WV,2020,99999.0,20923.5,148887.0,10867.0,0.1405327530274638
Adjustment 2020,WY,2020,99999.0,124944.4,1048279.0,49506.0,0.11919002479301788
Agralite Electric Coop,MN,2020,155.0,22581.0,233020.0,5267.0,0.0969058449918462
Agressive Energy LLC,IL,2020,63008.0,29603.1,507703.0,1178.0,0.05830790836374809
Agressive Energy LLC,NJ,2020,63008.0,16377.3,177425.0,1093.0,0.09230548118923489
Agressive Energy LLC,NY,2020,63008.0,110294.6,1420260.0,5158.0,0.0776580344443975
"Agway Energy Services, LLC",NY,2020,113.0,16054.1,222826.0,25792.0,0.07204769640885714
"Agway Energy Services, LLC",PA,2020,113.0,1992.9,22210.0,2041.0,0.08972985141828006
Aiken Electric Coop Inc,SC,2020,162.0,109814.0,900029.0,49307.0,0.12201162406989108
Ajo Improvement Co,AZ,2020,176.0,812.0,8847.0,1038.0,0.09178252514976828
Ak-Chin Electric Utility Authority,AZ,2020,25866.0,3194.5,39595.0,473.0,0.08067937870943301
Alabama Power Co,AL,2020,195.0,5212950.3,50603071.0,1504744.0,0.10301648095626449
Alameda Municipal Power,CA,2020,207.0,62941.2,339583.0,36296.0,0.18534850095558375
Alaska Electric Light&Power Co,AK,2020,213.0,44688.6,384981.0,17403.0,0.11608001433836994
Alaska Power and Telephone Co,AK,2020,219.0,17068.0,64407.0,8168.0,0.26500225130808763
"Alaska Village Elec Coop, Inc",AK,2020,221.0,53906.3,120835.0,11513.0,0.4461149501386188
Albany Utility Board,GA,2020,230.0,94635.0,883218.0,37083.0,0.10714795214771439
Albemarle Electric Member Corp,NC,2020,240.0,28479.0,213955.0,13259.0,0.13310742913229417
Albertville Municipal Utilities Board,AL,2020,241.0,45079.0,593337.0,10395.0,0.07597537318589605
Alcorn County Elec Power Assn,MS,2020,276.0,51515.0,561493.0,18872.0,0.09174646878945954
"Alfalfa Electric Coop, Inc",KS,2020,296.0,1928.0,18778.0,926.0,0.10267334114389179
"Alfalfa Electric Coop, Inc",OK,2020,296.0,39545.0,505999.0,7594.0,0.0781523283642853
Alger-Delta Coop Electric Assn,MI,2020,305.0,15351.5,80410.0,10208.0,0.19091530904116402
Algoma Utility Comm,WI,2020,307.0,3831.8,36462.0,2039.0,0.10509023092534694
Algonquin Energy Services,ME,2020,59818.0,8968.7,141408.0,424.0,0.06342427585426567
"All American Power and Gas, LLC",NJ,2020,61920.0,2543.0,13117.0,1251.0,0.19387054966836928
"All American Power and Gas, LLC",NY,2020,61920.0,6254.0,41807.0,2835.0,0.14959217355945176
"All American Power and Gas, LLC",PA,2020,61920.0,904.0,8041.0,1376.0,0.11242382788210421
"Alliance Power Company, LLC.",TX,2020,49818.0,12358.0,202353.0,7640.0,0.06107149387456574
Alpena Power Co,MI,2020,392.0,34706.8,360874.0,16554.0,0.09617428797862967
"Alpha Gas and Electric, LLC",IL,2020,58964.0,1487.0,14091.0,2527.0,0.10552835142999077
"Alpha Gas and Electric, LLC",MD,2020,58964.0,584.0,5919.0,974.0,0.09866531508700795
"Alpha Gas and Electric, LLC",NJ,2020,58964.0,1982.0,13300.0,1906.0,0.14902255639097745
"Alpha Gas and Electric, LLC",NY,2020,58964.0,10658.0,86085.0,11411.0,0.12380786432014869
"Alpha Gas and Electric, LLC",OH,2020,58964.0,1709.0,17667.0,1440.0,0.09673402388634177
"Alpha Gas and Electric, LLC",PA,2020,58964.0,2557.0,22100.0,2412.0,0.11570135746606335
Altamaha Electric Member Corp,GA,2020,407.0,51248.0,403701.0,20936.0,0.1269454373410024
Amana Society Service Co,IA,2020,471.0,7352.0,85371.0,890.0,0.08611823687200572
"Ambit Energy Holdings, LLC",CT,2020,56212.0,26943.0,278049.0,27645.0,0.09690018665774737
"Ambit Energy Holdings, LLC",DC,2020,56212.0,638.0,7883.0,605.0,0.08093365469998731
"Ambit Energy Holdings, LLC",DE,2020,56212.0,589.0,6771.0,545.0,0.08698862797223453
"Ambit Energy Holdings, LLC",IL,2020,56212.0,56869.0,934920.0,56765.0,0.06082766439909297
"Ambit Energy Holdings, LLC",MA,2020,56212.0,23254.0,178011.0,17958.0,0.13063237665088112
"Ambit Energy Holdings, LLC",MD,2020,56212.0,12601.0,145621.0,10894.0,0.08653284897095886
"Ambit Energy Holdings, LLC",ME,2020,56212.0,5649.0,69919.0,7673.0,0.08079348960940518
"Ambit Energy Holdings, LLC",NH,2020,56212.0,3006.0,34301.0,3530.0,0.08763592898166234
"Ambit Energy Holdings, LLC",NJ,2020,56212.0,30807.0,312071.0,14655.0,0.0987179199605218
"Ambit Energy Holdings, LLC",NY,2020,56212.0,68799.0,1211170.0,128941.0,0.056803751744181244
"Ambit Energy Holdings, LLC",OH,2020,56212.0,3412.0,56406.0,4505.0,0.06049001879232706
"Ambit Energy Holdings, LLC",PA,2020,56212.0,41991.0,593982.0,44855.0,0.07069406143620514
"Ambit Energy Holdings, LLC",RI,2020,56212.0,4017.0,40172.0,3867.0,0.09999502140794583
"Ambit Energy Holdings, LLC",TX,2020,56212.0,661683.0,5884803.0,442768.0,0.11243927791635507
Ameren Illinois Company,IL,2020,56697.0,1494859.4,33838544.0,1225202.0,0.04417623287810492
AmeriPower LLC,TX,2020,50156.0,56896.7,629343.0,12343.0,0.09040650328993886
American Power & Gas,IL,2020,59799.0,4839.2,43212.0,2622.0,0.11198741090437841
American Power & Gas,MD,2020,59799.0,4762.2,51571.0,1622.0,0.09234259564483915
American Power & Gas,NJ,2020,59799.0,15474.2,110599.0,5733.0,0.13991265743813236
American Power & Gas,NY,2020,59799.0,29208.5,260888.0,18874.0,0.11195800496764895
American Power & Gas,OH,2020,59799.0,20227.7,245855.0,13266.0,0.08227491814280775
American Power & Gas,PA,2020,59799.0,52791.0,476537.0,33482.0,0.11078048504103565
Amicalola Electric Member Corp,GA,2020,562.0,86788.8,750747.0,50829.0,0.11560325915388274
Amigo Energy,TX,2020,49853.0,189706.9,1518014.0,99509.0,0.12497045481793975
Anchorage Municipal Light and Power,AK,2020,599.0,121486.1,732828.0,31291.0,0.16577709912830843
Anthracite Power & Light,PA,2020,56220.0,12784.9,235038.0,943.0,0.05439503399450302
Appalachian Electric Coop,TN,2020,727.0,99731.0,914954.0,47715.0,0.10900110825243674
Appalachian Power Co,VA,2020,733.0,1256467.0,14212374.0,537055.0,0.08840655333162496
Appalachian Power Co,WV,2020,733.0,1175507.0,11882029.0,423050.0,0.09893150403857792
Apple Valley Choice Energy,CA,2020,60758.0,18936.0,262154.0,25407.0,0.07223235197631926
"Approved Energy II, LLC",NY,2020,63122.0,4855.0,62536.0,857.0,0.07763528207752335
Arab Electric Coop Inc,AL,2020,750.0,31773.0,293501.0,15843.0,0.10825516778477756
Arizona Public Service Co,AZ,2020,803.0,3439273.7,29344407.0,1288703.0,0.11720372130880001
Arkansas Valley Elec Coop Corp,AR,2020,817.0,102795.6,1079110.0,55793.0,0.09525961208773898
Arkansas Valley Elec Coop Corp,OK,2020,817.0,8750.9,84888.0,4813.0,0.10308759777589294
Astral Energy LLC,NJ,2020,59052.0,4313.1,34710.0,1335.0,0.12426101987899742
Astral Energy LLC,NY,2020,59052.0,3493.5,29918.0,1775.0,0.11676916906210308
Astral Energy LLC,PA,2020,59052.0,959.8,9030.0,642.0,0.10629014396456256
Athens Utility Board,TN,2020,947.0,47349.0,628755.0,13509.0,0.07530596178161605
Atlantic City Electric Co,NJ,2020,963.0,1051660.1,8419974.0,562054.0,0.12490063508509647
Atlantic Energy LLC,IL,2020,60583.0,1431.0,14793.0,1306.0,0.09673494220239302
Atlantic Energy LLC,MA,2020,60583.0,9213.0,63155.0,4088.0,0.14587918612936426
Atlantic Energy LLC,MD,2020,60583.0,6907.6,56437.0,5829.0,0.12239488278965928
Atlantic Energy LLC,NJ,2020,60583.0,7752.7,53318.0,4972.0,0.14540492891706366
Atlantic Energy LLC,NY,2020,60583.0,11623.5,91654.0,13375.0,0.12681934230911907
Atlantic Energy LLC,OH,2020,60583.0,1821.7,19169.0,1501.0,0.09503364807762534
Atlantic Energy LLC,PA,2020,60583.0,3834.6,30519.0,2778.0,0.12564631868671974
Austin Energy,TX,2020,1015.0,1178922.3,13087868.0,510430.0,0.09007749008471051
Avista Corp,ID,2020,20169.0,267855.0,3412403.0,137010.0,0.07849453889238757
Avista Corp,WA,2020,20169.0,536102.8,5461617.0,259195.0,0.09815825606226142
BENCO Electric Cooperative,MN,2020,1884.0,44474.0,341043.0,18976.0,0.1304058432514375
BPROUD,CA,2020,63724.0,1006.0,15796.0,10407.0,0.06368700936946062
Bailey County Elec Coop Assn,TX,2020,1169.0,32429.3,366121.0,8943.0,0.08857536169736234
Baldwin County El Member Corp,AL,2020,1149.0,157176.0,1441005.0,80079.0,0.10907387552437361
Baltimore Gas & Electric Co,MD,2020,1167.0,2018705.5,28251830.0,1312220.0,0.07145397307006307
"Bandera Electric Coop, Inc",TX,2020,1175.0,68210.4,645256.0,38084.0,0.10571060168367283
Barron Electric Coop,WI,2020,1251.0,37102.0,325103.0,18982.0,0.11412383152416311
Bartholomew County Rural E M C,IN,2020,1283.0,43821.3,388400.0,11753.0,0.11282518022657055
"Bartlett Electric Coop, Inc",TX,2020,1273.0,23309.7,208568.0,12365.0,0.11176067277818266
Beaches Energy Services,FL,2020,9616.0,75919.5,701053.0,35747.0,0.10829352417006988
Bear Valley Electric Service,CA,2020,17612.0,36753.3,136299.0,24474.0,0.26965201505513614
"Beauregard Electric Coop, Inc",LA,2020,1458.0,104671.0,1268527.0,43461.0,0.08251381326530692
"Bedford Rural Elec Coop, Inc",PA,2020,40221.0,29047.0,348453.0,9420.0,0.08335987923765903
"Beltrami Electric Coop, Inc",MN,2020,1529.0,48779.3,360904.0,21497.0,0.13515865714982378
Benton County,TN,2020,1578.0,23154.0,184422.0,10254.0,0.12554901259068874
Benton Rural Electric Assn,WA,2020,1625.0,40576.0,560250.0,14817.0,0.0724248103525212
Berkeley Electric Coop Inc,SC,2020,1613.0,333671.0,3586238.0,108196.0,0.09304206803898682
"Big Bend Electric Coop, Inc",WA,2020,1723.0,39045.3,564959.0,9584.0,0.06911174085199104
"Big Country Electric Coop, Inc",TX,2020,1591.0,29193.0,255477.0,13128.0,0.11426860343592574
Big Sandy Rural Elec Coop Corp,KY,2020,1708.0,22362.0,209322.0,12789.0,0.1068306245879554
Black Diamond Power Co,WV,2020,1764.0,6197.0,47347.0,4407.0,0.13088474454558896
"Black Hills Colorado Electric, LLC",CO,2020,56146.0,241191.0,1911627.0,98407.0,0.12617053431448708
"Black Hills Electric Coop, Inc",SD,2020,1769.0,21369.1,151309.0,10343.0,0.14122821510947794
"Black Hills Power, Inc. d/b/a",SD,2020,19545.0,177156.0,1465737.0,71008.0,0.12086479361577145
"Black Hills Power, Inc. d/b/a",WY,2020,19545.0,15335.0,153117.0,2642.0,0.10015217121547575
Black River Electric Coop - (MO),MO,2020,1775.0,45977.0,464689.0,24748.0,0.09894144255620425
"Black River Electric Coop, Inc - (SC)",SC,2020,1763.0,75841.8,675895.0,33136.0,0.11220944081551129
Black Warrior Elec Member Corp,AL,2020,1780.0,40250.0,366205.0,26593.0,0.10991111535888369
Block Island Utility District,RI,2020,1857.0,5292.0,13046.0,1966.0,0.4056415759619807
Blue Grass Energy Coop Corp,KY,2020,1886.0,115900.0,1268519.0,59889.0,0.09136638867845101
Blue Ridge Elec Member Corp - (NC),NC,2020,1889.0,129559.0,1076189.0,77549.0,0.12038684654832933
Blue Ridge Electric Coop Inc - (SC),SC,2020,1890.0,146566.9,1050089.0,67589.0,0.1395756931079175
Blue Ridge Mountain EMC - (GA),GA,2020,1891.0,59625.0,463883.0,36210.0,0.12853456582802128
Blue Ridge Mountain EMC - (GA),NC,2020,1891.0,26617.0,201990.0,18596.0,0.1317738501906035
"Bluebonnet Electric Coop, Inc",TX,2020,1892.0,218793.2,2347639.0,106364.0,0.09319712272627947
Board of Water Electric & Communications,IA,2020,13143.0,58920.2,840939.0,11524.0,0.07006477283132308
Bolivar Energy Authority,TN,2020,1936.0,25401.0,212008.0,11246.0,0.11981151654654541
Boone County Rural EMC,IN,2020,24753.0,52112.0,417840.0,15489.0,0.12471759525177101
Boone Electric Coop,MO,2020,2001.0,61479.0,552300.0,33303.0,0.1113145029875068
Borough of Chambersburg,PA,2020,3329.0,26879.0,298723.0,12259.0,0.08997968017193185
"Bowie-Cass Electric Coop, Inc",TX,2020,2049.0,69345.4,606801.0,38174.0,0.11428029947214983
Bozrah Light & Power Company,CT,2020,2089.0,17987.7,215694.0,2807.0,0.08339453114133913
"Brilliant Energy, LLC",TX,2020,56255.0,90479.9,958671.0,21161.0,0.09438055391265616
Bristol Virginia Utilities,VA,2020,2248.0,40736.0,420918.0,16350.0,0.09677894506768539
"Broad River Electric Coop, Inc",NC,2020,2212.0,792.0,5664.0,443.0,0.13983050847457626
"Broad River Electric Coop, Inc",SC,2020,2212.0,49744.0,374182.0,22436.0,0.13294065454778692
Brodhead Water & Lighting Comm,WI,2020,2273.0,3611.6,32920.0,1851.0,0.10970838396111786
Brooklet Energy Distribution,TX,2020,58963.0,11967.0,120620.0,10668.0,0.09921240258663572
Brownsville Public Utilities Board,TX,2020,2409.0,126070.0,1208187.0,52148.0,0.10434642981591426
Brunswick Electric Member Corp,NC,2020,24889.0,180344.6,1390006.0,97505.0,0.1297437565017705
"Buckeye Rural Elec Coop, Inc",OH,2020,2502.0,38952.5,240795.0,18550.0,0.1617662326875558
Bulb US LLC,TX,2020,63112.0,1966.2,38393.0,2978.0,0.05121246060479775
Burke-Divide Electric Coop Inc,ND,2020,2394.0,21812.0,190184.0,3415.0,0.11468893282295041
Butler County Rural Elec Coop - (IA),IA,2020,2652.0,23776.0,220488.0,5062.0,0.10783353289067886
Butler Rural Electric Coop Inc - (OH),OH,2020,2651.0,32977.0,210088.0,11548.0,0.15696755645253418
C & L Electric Coop Corp,AR,2020,2678.0,37464.0,335195.0,22252.0,0.11176777696564687
"C. N. Brown Electricity, LLC",ME,2020,58196.0,4518.7,52711.0,3862.0,0.08572593955720817
CEI,PA,2020,59801.0,850.1,6912.0,804.0,0.12298900462962964
CKenergy Electric Cooperative,OK,2020,60482.0,67922.0,619129.0,25967.0,0.10970573176187838
CMS Electric Coop Inc,KS,2020,2774.0,21465.5,183519.0,5847.0,0.11696609070450471
Callaway Electric Cooperative,MO,2020,4160.0,29247.7,217097.0,13063.0,0.13472180638147924
"Canadian Valley Elec Coop, Inc",OK,2020,2911.0,61080.6,716346.0,25441.0,0.08526689616470252
"Caney Fork Electric Coop, Inc",TN,2020,2960.0,64750.0,565717.0,33366.0,0.11445652154699258
Canoochee Electric Member Corp,GA,2020,2903.0,49528.6,442556.0,22586.0,0.1119148763094388
"Capital Electric Coop, Inc",ND,2020,2985.0,38935.8,369943.0,21305.0,0.10524810578927024
Carroll County - (TN),TN,2020,3075.0,36295.0,444357.0,15658.0,0.0816798205046843
Carroll Electric Coop Corp - (AR),AR,2020,3093.0,170179.0,1936843.0,92776.0,0.08786411701929377
Carroll Electric Coop Corp - (AR),MO,2020,3093.0,14228.0,143364.0,12339.0,0.09924388270416562
Carroll Electric Member Corp - (GA),GA,2020,3081.0,112792.0,1055494.0,52460.0,0.10686181067822272
Carroll-White REMC,IN,2020,27599.0,44365.0,383726.0,14770.0,0.11561635125063197
Carteret-Craven El Member Corp,NC,2020,3107.0,65188.3,579057.0,41362.0,0.11257665480254966
Cass County Elec Coop Inc,ND,2020,24949.0,136561.0,1256561.0,53421.0,0.10867836897691398
Cedar Falls Utilities,IA,2020,3203.0,36459.7,466894.0,19630.0,0.07808988764044943
Cedar-Knox Public Power Dist,NE,2020,3205.0,23242.0,279076.0,7475.0,0.08328197336926142
Cedarburg Light & Water Comm,WI,2020,3208.0,11316.6,106896.0,6610.0,0.10586551414458914
Central Alabama Electric Coop,AL,2020,3222.0,90124.0,683698.0,43959.0,0.13181843445497865
Central Coast Community Energy,CA,2020,61432.0,234435.0,3258684.0,286174.0,0.07194161815014896
Central Electric Coop Inc - (OR),OR,2020,3240.0,64819.0,753497.0,35659.0,0.08602423101883618
"Central Electric Coop, Inc - (PA)",PA,2020,40224.0,42195.0,300496.0,25416.0,0.14041784250039935
"Central Electric Coop, Inc - (SD)",SD,2020,3236.0,32099.3,333306.0,7217.0,0.09630579707536017
Central Electric Membership Corp. - (NC),NC,2020,3250.0,52759.0,414666.0,23394.0,0.12723251966643034
Central Electric Power Assn - (MS),MS,2020,2849.0,85660.0,838912.0,37431.0,0.10210844522429051
"Central Florida Elec Coop, Inc",FL,2020,3245.0,63555.5,526666.0,34339.0,0.12067515275335791
Central Georgia El Member Corp,GA,2020,3248.0,119779.0,1258391.0,60555.0,0.09518424718549322
Central Hudson Gas & Elec Corp,NY,2020,3249.0,540649.0,4913462.0,311784.0,0.11003422841165761
Central Lincoln People's Ut Dt,OR,2020,3264.0,91740.0,1254427.0,40267.0,0.07313299219484275
Central Maine Power Co,ME,2020,3266.0,918171.8,8887464.0,625286.0,0.10331088823538413
Central Missouri Elec Coop Inc,MO,2020,3268.0,29119.0,324589.0,11040.0,0.08971037219375888
"Central New Mexico El Coop, Inc",NM,2020,3273.0,36014.0,228012.0,18156.0,0.1579478273073347
"Central Rural Electric Cooperative, Inc",OK,2020,3226.0,53809.8,514616.0,22319.0,0.10456301397546909
"Central Texas Elec Coop, Inc",TX,2020,3282.0,69024.0,651676.0,43002.0,0.10591766460633811
"Central Valley Elec Coop, Inc",NM,2020,3287.0,55379.4,741215.0,14897.0,0.07471435413476522
Central Virginia Electric Coop,VA,2020,3291.0,88061.0,743151.0,37918.0,0.1184967792548217
Champion Energy Services,IL,2020,54862.0,25614.6,568046.0,2145.0,0.04509247490520134
Champion Energy Services,MA,2020,54862.0,24451.2,299433.0,440.0,0.08165833425173578
Champion Energy Services,MD,2020,54862.0,22611.3,395924.0,1464.0,0.057110202968246426
Champion Energy Services,NJ,2020,54862.0,44983.6,646002.0,1721.0,0.06963384014290977
Champion Energy Services,NY,2020,54862.0,37980.9,724838.0,889.0,0.05239915677710054
Champion Energy Services,OH,2020,54862.0,98433.3,2161385.0,4158.0,0.04554177067019527
Champion Energy Services,PA,2020,54862.0,79997.4,1603226.0,3520.0,0.04989776862401183
Champion Energy Services,TX,2020,54862.0,432826.9,4851933.0,152229.0,0.08920710570405652
Chariot Energy,TX,2020,62862.0,51373.0,493436.0,32195.0,0.10411279274313183
Cherokee County Elec Coop Assn,TX,2020,3470.0,41650.0,411705.0,21452.0,0.10116466887698716
Cherokee Electric Coop,AL,2020,3426.0,54638.0,446666.0,24715.0,0.12232406317024354
Cherryland Electric Coop Inc,MI,2020,3436.0,51105.0,403739.0,36487.0,0.12657929999331252
Cheyenne Light Fuel & Power d/b/a Black,WY,2020,3461.0,165393.0,1727689.0,43485.0,0.0957307709894547
"Chickasaw Electric Coop, Inc",TN,2020,40166.0,45850.0,489793.0,21158.0,0.09361097443205599
"Chief Energy Power, LLC",NY,2020,63570.0,6478.0,64943.0,2814.0,0.09974901067089602
Choctaw Electric Coop Inc,OK,2020,3527.0,46554.2,470023.0,19401.0,0.09904664239835072
"Choctawhatche Elec Coop, Inc",FL,2020,3502.0,102724.0,938843.0,55664.0,0.10941552527951957
"Choice Energy, LLC d/b/a 4 Choice Energy",CT,2020,59055.0,1476.3,10167.0,2365.0,0.14520507524343465
"Choice Energy, LLC d/b/a 4 Choice Energy",NJ,2020,59055.0,1787.6,12502.0,1795.0,0.14298512238041913
"Choice Energy, LLC d/b/a 4 Choice Energy",OH,2020,59055.0,937.4,9513.0,978.0,0.0985388415851992
"Choice Energy, LLC d/b/a 4 Choice Energy",PA,2020,59055.0,5388.2,48447.0,5676.0,0.11121844489854893
"Choptank Electric Cooperative, Inc",MD,2020,3503.0,133829.4,979362.0,55188.0,0.13664957390627774
Chugach Electric Assn Inc,AK,2020,3522.0,226490.8,1212687.0,112593.0,0.18676773149213274
Cimarron Electric Coop,OK,2020,3478.0,58198.0,597704.0,18029.0,0.09736926639272951
Cincinnati Bell Energy LLC,OH,2020,58142.0,9539.9,151815.0,13019.0,0.06283898165530415
Citizens Electric Co - (PA),PA,2020,3597.0,12702.0,116315.0,6958.0,0.10920345613205519
Citizens Electric Corporation - (MO),MO,2020,3600.0,112246.0,1675140.0,27660.0,0.06700693673364615
City & County of San Francisco,CA,2020,16612.0,120255.3,850971.0,1539.0,0.1413153914763253
City Utilities of Springfield - (MO),MO,2020,17833.0,255412.0,2913253.0,117302.0,0.08767244039566766
City Water and Light Plant,AR,2020,9879.0,74882.0,1325306.0,38452.0,0.05650166829396381
City of Aberdeen - (MS),MS,2020,55.0,11973.0,161870.0,3306.0,0.07396676345215296
City of Albemarle - (NC),NC,2020,232.0,29687.8,261018.0,12314.0,0.11373851611766238
City of Alcoa Utilities,TN,2020,577.0,63584.0,597611.0,30185.0,0.10639697060462408
City of Alexandria - (LA),LA,2020,298.0,59284.0,645218.0,23931.0,0.09188212356133896
City of Alexandria - (MN),MN,2020,295.0,24853.1,273321.0,10263.0,0.09093007855232492
City of Ames - (IA),IA,2020,554.0,55830.8,618595.0,27399.0,0.09025420509380128
City of Amory,MS,2020,571.0,12065.0,120030.0,4002.0,0.1005165375322836
City of Anaheim - (CA),CA,2020,590.0,351449.0,2085895.0,121102.0,0.1684883467288622
